사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-07,분당선,1858,미금,606,5,4055,1009,13180,12127,28097,23387,31058,50362,23873,36443,23358,23119,26503,22790,25908,24306,26354,25746,27432,24843,32390,24129,32940,28256,37941,33313,41958,42632,22351,31107,18413,20764,18802,18527,13682,16452,4367,9315,197,2115,0,0,0,0,0,0
2024-07,분당선,1859,오리,779,4,4115,567,16590,9058,32390,17226,31579,40656,20957,20999,16794,11291,16380,11460,17000,13134,17464,12022,15934,11900,17026,14009,20240,15248,29425,19477,38475,25906,14899,22551,11990,14526,9739,12527,6145,11815,2107,6555,110,1807,0,0,0,0,0,0
2024-07,분당선,1860,이매,56,1,2624,1096,6776,3470,15889,11016,16549,17003,11182,7601,9470,6266,9183,6450,9839,7303,9271,7745,8352,7072,9476,8364,13817,9595,12007,12313,14627,16334,5938,13100,5121,8069,6486,7568,3862,7836,1077,4382,43,881,0,0,0,0,0,0
2024-07,분당선,1861,보정,77,0,1336,167,4277,1585,9807,2850,10709,6365,6611,2470,5078,1601,4759,2168,4043,2422,3944,2530,3198,2958,3761,3809,4506,4726,4747,5734,4173,7414,1808,6849,1312,4454,1234,4092,939,4408,338,2697,2,159,0,0,0,0,0,0
2024-07,분당선,1862,죽전,1789,9,5662,1074,18670,7755,44506,16744,37414,23795,23348,21522,17274,17782,15929,17206,16919,17007,17448,18354,17536,19148,19558,21264,21789,25196,26776,32489,28824,49305,18067,39967,22434,24833,11054,21767,7809,20930,2666,13868,3,7017,0,0,0,0,0,0
2024-07,분당선,1863,구성,163,2,3160,669,10616,4538,25396,8679,26208,10637,14935,5907,10914,5115,9525,5906,8829,6422,8122,6756,7618,7400,8419,9239,9853,11215,11837,18405,11222,26003,6940,20483,5519,13860,4160,10950,3556,11846,1506,6638,177,583,2,2,0,0,0,0
2024-07,분당선,1864,신갈,105,1,3237,259,10728,1304,21118,2389,21300,7453,11827,4445,8833,3969,7786,4515,7205,4879,7024,6235,6247,5756,6898,7365,7344,7725,6505,11712,5446,20591,2757,15593,2148,9987,1837,8403,1252,9378,474,5023,11,295,0,0,0,0,0,0
2024-07,분당선,1865,기흥,381,22,6361,889,17457,5145,40885,12607,38960,20699,20199,10226,13938,7843,13015,8736,13085,8964,12432,11744,12105,10714,12985,12612,15240,15008,21174,22150,24113,37951,11886,31748,9719,18686,8810,15057,6596,15680,2465,9145,52,1105,0,0,0,0,0,0
2024-07,분당선,1866,상갈,37,1,3548,838,9672,3368,21510,7115,21343,9360,12754,5508,9252,3810,8300,4354,7440,4362,7091,6459,6271,6026,6732,7319,7451,10305,11150,13660,10891,18353,5259,15240,3635,11285,3096,10418,1834,9342,661,5147,4,784,0,0,0,0,0,0
2024-07,분당선,1867,청명,18,0,3179,989,8792,2529,20680,6245,20449,9397,9848,4591,6749,3619,5799,3554,5769,4308,6082,4894,5256,5168,5792,5846,6442,7403,7984,11687,10342,17554,4632,13867,2976,8742,2278,8100,2230,7436,728,4604,14,355,0,0,0,0,0,0
2024-07,분당선,1868,영통,97,3,3015,1943,9199,4944,20260,11833,20663,25517,11752,17952,10127,11171,10664,10788,11988,13254,12891,13378,12202,12794,15077,13053,17613,14960,23776,22564,26658,28725,14302,21058,13226,12432,13985,11854,14988,11374,4473,6760,160,603,0,0,0,0,0,0
2024-07,분당선,1869,망포,55,2,6806,4194,24690,10913,60547,30228,52921,49467,24591,18727,16821,10635,15806,11209,16993,13162,16337,12900,16613,12439,17482,17022,22248,21166,39121,31741,49374,53349,23977,48861,17963,28773,14687,22625,11604,21996,4220,12891,150,1061,0,0,0,0,0,0
2024-07,분당선,1870,매탄권선,46,0,4591,873,11505,3296,23739,6109,22368,13969,11429,5859,8302,3767,7569,3714,8347,5104,6711,5123,5824,4459,6611,6812,9493,9136,9646,13022,9542,22997,5146,17039,4008,10639,3525,9074,2711,9358,845,5511,30,512,0,0,0,0,0,0
2024-07,분당선,1871,수원시청,295,4,6931,2043,14523,7445,33600,19134,32609,57672,16206,37764,13965,19249,16396,16305,19260,21078,17921,21976,18095,16144,22760,18266,30590,22083,33689,35500,46926,51288,23009,38116,20749,23668,23006,15933,18750,15384,6767,9998,250,1091,0,0,0,0,0,0
2024-07,분당선,1872,매교,431,7,5656,694,11806,2338,23979,5921,23003,14228,10018,5190,6652,4037,6208,4758,7304,5597,6310,5369,5260,5739,6191,6267,9421,9027,9476,14657,7902,21465,4498,15651,3563,10303,3127,8461,2446,7349,782,4105,21,745,0,0,0,0,0,0
2024-07,일산선,1948,원흥,301,24,7325,578,20566,4565,51111,7125,52893,16138,27252,11197,19166,8746,16903,9495,17414,11115,16334,12896,13917,13863,13877,16879,14916,20369,16406,28244,18900,41351,8594,41034,7456,23617,6611,20817,4923,18838,2215,11441,367,2579,0,0,0,0,0,0
2024-07,일산선,1949,지축,0,0,0,0,0,0,1,0,3,0,3,0,5,0,3,0,3,0,5,0,3,0,3,0,6,0,2,0,8,0,7,0,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
2024-07,일산선,1950,삼송,828,3,9876,1292,35665,6957,87973,15819,84563,26678,43040,18856,30550,16245,25624,18605,26214,23011,24950,24107,21875,24707,22613,29780,27202,33956,30226,48272,31453,74840,20260,66815,15442,37469,13853,35189,13325,28657,3772,14653,592,3334,2,2,0,0,0,0
2024-07,일산선,1951,원당,199,0,9182,1229,22608,8135,47355,8477,45743,14856,26353,10306,19701,9009,17750,10637,18949,11909,16111,11594,13767,14195,14591,16288,17438,20737,16568,26717,16238,39214,8196,34214,6312,22461,4830,19788,2983,17206,963,10716,143,1890,0,0,0,0,0,0
2024-07,일산선,1952,화정,125,2,13599,1638,27001,6973,57052,13863,55016,35179,32017,23644,27917,21560,26449,21914,28527,24392,28668,24817,26460,26768,28722,31857,30507,34821,32111,43847,31454,60180,17273,52509,16243,31343,15200,26375,11883,25007,4443,14795,643,3236,0,0,0,0,0,0
2024-07,일산선,1953,대곡,207,7,1858,425,6092,3423,14404,3369,11269,4409,5373,2644,3760,2107,3387,2161,3592,2296,3577,2814,3523,2492,3936,2885,5094,3712,6165,4752,6435,9443,3398,6870,2127,3484,1922,3620,1437,3656,737,3279,82,1197,0,0,0,0,0,0
2024-07,일산선,1954,백석,105,0,5257,2404,11376,6732,25022,13278,25298,28040,17464,15686,15783,14041,16610,14028,17522,14461,16069,17099,16640,16041,19665,17120,19486,18737,24042,22763,24522,28582,13034,26199,10873,14790,10513,12337,7296,10854,2974,7327,397,1841,0,0,0,0,0,0
2024-07,일산선,1955,마두,31,0,4207,1870,11973,4977,19722,9590,17922,25128,13572,17444,14539,12391,15551,11427,14349,11681,13429,14980,14256,13279,17281,12537,17475,13358,19155,16678,18441,20385,7704,19003,5982,10494,5470,9319,4205,8370,1123,5652,123,1368,0,0,0,0,0,0
2024-07,일산선,1956,정발산,71,0,2394,753,5687,3486,9580,6544,10533,23092,8063,20638,8487,15030,11215,13565,11831,13933,13467,15423,14478,13625,16274,12681,17078,13509,20765,16040,25744,17911,12528,15078,13222,7701,10568,6271,7472,5331,2552,3774,402,1014,0,0,0,0,0,0
2024-07,일산선,1957,주엽,162,0,6900,1406,21514,3466,27714,8608,28259,18535,20057,15480,18536,13739,18899,13821,18829,14952,17155,17154,16093,15650,17566,19169,18390,19804,17393,24776,17300,28861,9203,28895,8375,17404,6324,13913,5854,12197,1376,8992,155,2087,0,0,0,0,0,0
2024-07,일산선,1958,대화,276,1,9254,1406,33665,5627,68900,15577,44569,22674,28367,18683,22696,16549,21588,15523,20984,18784,20457,18750,20313,17327,22726,20920,25483,20458,27455,30349,21981,33887,11632,34975,10227,20718,13147,17608,12454,15612,7228,10819,226,4158,0,0,0,0,0,0
2024-07,중앙선,1015,회기,1124,9,12426,4600,24260,15300,63265,31492,79347,49196,50759,33979,38278,27443,39809,25598,41166,30749,38831,32513,39234,33042,46887,32725,51184,39522,57425,51466,45549,75220,26588,58972,23313,38506,25648,39215,19926,43811,9447,27566,632,5414,0,0,0,0,0,0
2024-07,중앙선,1201,중랑,262,1,6188,847,10734,1991,24435,3544,21722,7374,15766,5638,9259,4817,8843,5171,8890,5743,8573,6030,7366,7682,7194,9682,7624,11706,7503,15053,7922,22074,5187,17047,3587,11199,2649,8485,2171,9382,815,4815,40,406,0,0,0,0,0,0
2024-07,중앙선,1202,상봉,742,14,6799,1108,9284,2672,24207,5263,25425,8363,13527,5776,8707,6171,8030,6611,9713,7973,8029,8200,7486,7824,7730,8937,7985,10729,8916,14453,9834,25109,6857,20841,5270,11859,4485,9074,2994,9456,1558,5500,119,1106,0,0,0,0,0,0
2024-07,중앙선,1203,망우,454,14,9356,875,12992,3177,34141,5616,26663,12405,15924,8818,12330,8720,11367,9996,12308,9928,11962,10493,11250,11799,10626,12831,12161,16524,12298,18899,12247,28215,8197,22836,5511,14328,4674,9700,3006,9794,1317,6261,30,600,0,1,0,0,0,0
2024-07,중앙선,1204,양원,87,1,3064,411,5246,1820,14548,7915,10779,7064,7201,3078,5067,3167,4507,2927,4997,2761,4361,3821,4828,3249,5424,4114,5117,5411,5156,6711,3884,10545,2731,10024,1623,5695,1195,3813,978,4275,276,2463,3,185,0,0,0,0,0,0
2024-07,중앙선,1205,구리,1391,7,10781,1875,24246,6269,63332,9653,50238,21838,25330,17281,19100,14178,19054,13550,20745,14997,17893,19039,16859,16364,17987,20197,21316,25603,21359,35455,20491,51410,12327,48028,11609,24970,7940,20386,7084,18757,2083,12779,40,1994,0,0,0,0,0,0
2024-07,중앙선,1206,도농,1135,3,9387,961,25288,3409,65473,8657,45136,14748,24050,8459,18005,8402,15729,8340,14884,8957,12807,10632,11305,11777,11784,14689,15524,19046,15361,29549,14256,42468,7081,40167,5462,20560,4583,18459,3400,15306,1190,11663,34,2064,0,0,0,0,0,0
2024-07,중앙선,1207,양정,96,1,343,273,873,888,1832,1449,1629,1908,942,955,857,704,732,629,866,688,852,582,1050,625,1074,708,1376,828,1684,909,1900,1214,670,816,355,428,274,405,109,373,45,257,2,54,0,0,0,0,0,0
2024-07,중앙선,1208,덕소,1493,3,3472,919,11330,1957,25967,3738,19620,7604,11601,5237,10172,4800,9069,4848,8227,6352,8621,7138,7233,7056,7195,9646,7679,10942,7594,14837,6840,18409,4108,18506,3260,9850,2613,9537,2164,8820,944,6156,2,1599,0,0,0,0,0,0
2024-07,중앙선,1209,도심,9,0,2010,283,6150,1406,13895,2096,8462,5642,5646,1957,4335,1460,3066,1714,3664,2063,3304,1691,2772,2160,2705,3660,3699,2436,3150,5702,3354,5474,1407,6849,1245,3391,927,3196,720,3606,252,2001,2,50,0,0,0,0,0,0
2024-07,중앙선,1210,팔당,2,0,233,157,621,779,1418,1975,1307,3422,1161,2672,1233,2235,1015,2301,1195,2192,1339,1614,1665,1626,2189,1438,2453,1432,2327,1518,3034,1706,2028,1175,1636,715,1307,465,843,429,157,189,1,3,0,0,0,0,0,0
2024-07,중앙선,1211,운길산,1,0,338,140,651,576,1589,754,1688,1086,1206,1869,1110,2176,1161,2151,1202,1685,1355,1120,1945,1202,2222,1181,1868,1137,1882,1106,1355,1184,818,1398,602,575,383,660,99,568,54,366,1,16,0,0,0,0,0,0
2024-07,중앙선,1212,양수,40,0,1006,220,2491,1101,6541,2504,4439,3885,4119,4747,4061,5271,3775,6690,3489,4606,4463,4329,5269,3890,7059,3395,6437,3848,5496,4482,4006,4222,2003,4603,1984,3274,1037,2809,415,2260,237,1442,2,322,0,0,0,0,0,0
2024-07,중앙선,1213,신원,0,0,138,49,269,135,448,208,341,666,409,415,306,377,328,268,387,257,413,275,360,217,331,274,427,258,395,298,640,390,127,227,122,250,38,159,24,112,9,65,0,16,0,0,0,0,0,0
2024-07,중앙선,1214,국수,7,0,771,25,1251,274,2202,570,1884,1796,2052,1168,1306,895,1448,1266,1480,1046,1389,1084,1117,1092,1794,1255,1533,1355,916,1710,925,1722,554,1485,334,1435,253,1272,209,856,56,467,2,116,0,0,0,0,0,0
2024-07,중앙선,1215,아신,9,0,663,28,875,264,1731,491,1571,885,1470,810,1332,734,978,1004,922,759,858,771,862,906,975,823,1170,1205,877,1647,781,1339,473,1008,321,861,208,998,112,691,17,676,2,138,0,0,0,0,0,0
2024-07,중앙선,1216,오빈,8,0,250,43,467,345,925,372,1109,719,880,526,832,458,599,477,607,463,594,398,509,473,452,562,602,580,598,1141,530,819,264,605,174,382,102,565,46,364,7,301,12,61,0,0,0,0,0,0
2024-07,중앙선,1217,양평,109,5,2182,120,4433,1769,9760,3750,7692,7045,6163,4225,6753,4648,5760,6616,6283,5837,6838,4249,6487,6106,5645,5953,6835,6191,6403,8551,5860,7951,3188,6864,3154,6609,2460,4315,1942,3455,241,4153,86,1153,0,0,0,0,0,0
2024-07,중앙선,1218,원덕,95,0,448,3,751,200,1105,432,1026,696,967,472,887,545,683,624,699,557,633,527,732,634,604,718,717,675,602,1041,474,921,309,711,197,547,73,537,50,353,3,253,2,87,0,0,0,0,0,0
2024-07,중앙선,1219,용문,506,3,1174,11,2745,604,4839,1778,4799,4080,3779,3132,3978,4604,4049,7712,5597,5769,5991,5525,6418,5303,7090,3319,6342,5233,4532,5073,3111,4310,1946,3418,984,3619,777,2139,337,1655,5,1770,0,826,0,1,0,0,0,0
2024-07,중앙선,1220,지평,0,0,0,0,1,0,461,329,0,0,7,0,461,388,1,0,3,3,56,101,415,408,2,6,0,0,199,346,66,108,188,205,0,3,10,105,16,51,0,0,0,0,0,0,0,0,0,0
2024-07,장항선,1401,봉명,18,0,1482,468,1627,919,2418,5045,2716,4753,2514,4058,3068,2492,2781,1494,2525,1758,2546,2547,2525,1886,3087,1854,3436,1680,3832,2617,2172,2468,1159,1610,901,1334,695,1027,592,1138,491,743,11,230,0,0,0,0,0,0
2024-07,장항선,1402,쌍용(나사렛대),198,2,2790,386,4589,665,7133,1581,7902,3850,4167,3982,3908,2676,3506,2384,3835,2823,4188,3384,3187,2322,3065,3432,3702,4601,4232,6181,3672,7125,2468,5079,1836,4002,1505,3099,1214,3482,713,2969,49,725,0,0,0,0,0,0
2024-07,장항선,1403,아산,103,4,998,1666,2820,4582,6184,6593,7700,8130,4206,7098,4433,6441,5161,5060,5594,6049,5420,5980,6171,4872,8161,5413,7657,5488,7667,7897,10473,9096,8872,5163,5518,4871,6147,2995,6035,2677,3329,1692,134,471,0,0,0,0,0,0
2024-07,장항선,1404,탕정,52,1,1100,231,2191,1046,4397,1932,4136,3917,2653,2159,2370,1990,2291,1850,2412,2069,2576,2437,2786,1789,3155,1955,3079,3300,3745,4540,3894,4701,2691,3367,1860,2829,1979,2233,1849,1985,924,1655,69,266,0,0,0,0,0,0
2024-07,장항선,1405,배방,176,1,1211,339,2089,853,3644,1396,3054,2267,2356,1458,1931,1158,1720,1706,1821,1397,2147,1893,2242,1593,2127,1660,1819,2728,2392,3995,2840,3641,1800,2769,1141,2249,1062,2023,1084,1599,698,1473,44,281,0,0,0,0,0,0
2024-07,장항선,1407,온양온천,832,5,2139,561,5304,2474,9881,6071,9588,8491,8841,8490,9015,8856,8997,11507,10028,9491,11568,9734,10922,6380,9814,7788,9494,9395,7412,10072,9529,10312,4207,8293,3420,6203,2789,5523,1894,4009,1217,2907,20,1151,0,0,0,0,0,0
2024-07,장항선,1408,신창(순천향대),271,2,622,151,1606,558,2680,1929,2181,3416,1919,1930,2178,2198,1888,1822,2153,1945,2454,2002,2842,1584,2345,1588,2828,2208,3398,1511,3172,3238,1165,1991,987,1974,831,1758,411,1812,261,1529,7,590,0,0,0,0,0,0
2024-07,경의선,1252,신촌,0,0,287,7,297,1473,677,5823,617,7227,772,4618,644,1666,854,1280,990,1321,976,2326,957,1082,1409,910,2186,981,5379,1364,5186,1761,2777,1122,1123,708,1312,404,965,162,400,470,2,128,0,0,0,0,0,0
2024-07,경의선,1261,효창공원앞,1,0,980,244,2396,2700,5653,6895,9097,20226,5698,10011,3717,4230,3458,3617,3790,3520,4046,4296,3849,3743,4627,3964,5606,4768,9061,6341,15432,9336,5512,6552,3679,4548,3033,4629,2294,3924,1066,2703,58,308,0,0,0,0,0,0
2024-07,경의선,1263,서강대,2,0,631,166,1604,1594,3337,2919,4156,9157,3163,6228,2563,3328,2927,2948,3278,3305,3404,3564,3290,3022,3935,2977,4616,3708,6774,4336,6851,4484,3868,3394,3490,2295,3799,2599,3106,2026,1126,1336,17,180,0,0,0,0,0,0
2024-07,경의선,1265,가좌,21,0,3709,414,8766,2891,25141,4684,28369,10894,12861,8443,9196,5899,8712,6098,8702,6140,7477,8058,7506,7614,7517,9559,9105,10762,8847,15260,10089,22843,6065,17379,4336,9740,3421,7229,2580,7112,1054,4847,25,510,0,0,0,0,0,0
2024-07,경의선,1267,수색,11,0,1702,456,4531,2681,9561,6567,11268,18611,6209,8798,3856,3929,3862,3301,3673,3149,3534,3861,3449,3174,4167,3739,5372,4751,9690,7131,13835,9254,5834,7010,3317,4938,2662,3369,1776,3784,779,2382,32,461,0,0,0,0,0,0
2024-07,경의선,1268,한국항공대,9,0,661,642,1925,1798,5196,2524,4759,6154,2929,4466,2260,3271,2348,2533,3123,2962,2860,3247,2923,2431,3544,2242,6225,2638,5928,2996,4415,3908,2756,3187,1772,1979,1545,1898,1162,2224,653,1561,43,488,0,0,0,0,0,0
2024-07,경의선,1269,강매,0,0,2627,302,8034,967,20986,1255,18674,3611,8048,1426,5426,1398,4072,1568,3846,2032,3629,2282,3079,2490,2791,3480,3311,4930,3176,7331,3667,12953,1351,11992,996,6695,690,6081,476,5493,243,2999,9,1087,0,0,0,0,0,0
2024-07,경의선,1270,행신,5,0,4589,1846,16076,4982,41782,6462,34145,11169,15507,7500,11956,6653,12294,7803,10558,7998,9153,9804,7731,8469,7864,10051,11975,14980,14907,21088,10529,40861,6547,29457,7650,14816,6984,14207,6416,12369,2585,6758,88,2284,0,0,0,0,0,0
2024-07,경의선,1271,능곡,95,0,4588,839,10453,2276,23773,3656,19419,8188,10637,4604,7708,4008,6723,4404,6598,4877,6511,5251,5955,5224,6064,6543,6890,8481,7501,11010,7292,18295,3911,14041,2757,8683,2252,8300,1434,7258,694,4836,76,2447,0,1,0,0,0,0
2024-07,경의선,1272,곡산,42,0,624,228,1015,802,2032,1859,1541,3193,1028,1038,962,912,849,805,789,842,799,786,1042,831,1101,824,1345,1061,2037,1472,2441,1879,825,1412,427,828,458,751,209,623,103,427,13,58,0,0,0,0,0,0
2024-07,경의선,1273,백마,282,0,6085,948,18124,7604,36755,7485,27021,11414,14279,6614,11062,5284,10221,4859,11398,6265,9330,7110,8546,7997,9657,8732,12476,11058,13066,16367,12074,30120,5321,28022,4149,13690,3668,15229,3343,12128,907,10220,98,1006,0,0,0,0,0,0
2024-07,경의선,1274,풍산,498,1,4761,423,11448,4387,27191,5410,21937,9109,12752,7426,10038,5725,10005,7259,8916,7950,8839,6995,8896,7336,9675,8077,10924,10659,11175,14928,9769,21629,5495,18662,4799,12840,4717,11196,3146,9362,1074,7128,86,1169,0,1,0,0,0,0
2024-07,경의선,1275,일산,1253,1,9196,826,27733,4039,55269,8790,37777,18948,21734,9787,16712,8107,15878,9110,16257,11412,14382,11808,13600,13330,15994,14305,17253,16900,14726,26084,14656,43084,7906,41323,6203,20043,5087,20823,4647,18381,1378,11192,164,3785,0,11,0,0,0,0
2024-07,경의선,1276,탄현,39,1,7116,396,22870,3093,38815,6252,28964,10713,16187,6165,11975,4760,11388,5616,11570,6677,10244,6921,8966,9084,9918,9572,11308,12862,10724,20727,11804,31691,6076,33168,4769,16578,4058,15442,3290,12698,1312,8973,157,2568,1,3,0,0,0,0
2024-07,경의선,1277,야당,100,0,7001,524,19384,3532,36430,5605,31353,9836,16465,8829,12334,6939,11955,8275,12410,9680,11526,10085,10697,12638,11377,13761,12351,19780,13872,26953,13141,39141,9426,34498,9837,18225,10822,15801,9990,12731,5070,10594,849,2697,0,1,0,0,0,0
2024-07,경의선,1278,운정,69,0,5739,1098,22982,8780,34125,8482,30802,12132,15695,6883,11729,5407,10759,6178,10432,6753,9785,6349,8343,8172,9711,9686,13173,15040,14764,18715,12814,27899,6317,25491,4760,13922,3732,12890,3081,10702,903,7641,110,1782,0,4,0,0,0,0
2024-07,경의선,1279,금릉,99,1,3780,221,14347,3159,22745,6020,16485,12008,10096,6205,8525,4573,8842,4804,8396,5239,8029,6297,6795,7268,7651,7314,8850,10026,10276,13235,11894,17307,5958,17382,4677,9704,3395,8993,2601,8670,629,5821,87,1828,0,2,0,0,0,0
2024-07,경의선,1280,금촌,147,1,4201,298,10079,4576,21600,10402,19330,16496,12255,8829,10428,7618,10729,6993,11205,9345,11080,9172,9623,8948,10651,10387,12176,13326,15012,15723,17425,18287,7838,16346,6444,11475,4709,9693,3133,8035,757,6004,140,1739,0,1,0,0,0,0
2024-07,경의선,1282,월롱,82,0,423,8,908,2429,1941,8663,2242,9889,1886,2764,1702,1958,1977,1444,2428,1887,2857,1332,2494,1304,4163,1787,5896,2084,8855,2147,10335,2256,3517,2148,3152,2450,2187,2336,725,2199,78,1640,9,645,0,1,0,0,0,0
2024-07,경의선,1283,파주,123,0,970,13,1463,854,2660,2896,3458,3433,2353,804,2079,1309,1915,1096,1804,1184,1642,970,1554,1080,1903,1329,2551,1360,4256,1567,3505,2121,1568,2247,822,1429,646,1103,222,1181,35,768,7,383,0,0,0,0,0,0
2024-07,경의선,1284,문산,1279,2,3150,15,9123,2945,15993,7845,16682,15336,11962,5574,9014,6778,9449,6861,9510,7218,9360,8106,9364,7494,9385,10176,10507,9922,13133,12255,13054,14834,5461,13965,4293,9359,3169,7017,2081,7666,131,5247,0,2576,0,4,0,0,0,0
2024-07,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,19,168,31,293,24,11,108,7,3,1,4,3,128,129,113,13,459,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07,경의선,1286,운천,0,0,0,0,0,0,0,0,1,1,34,18,51,45,1,0,3,0,1,1,1,0,6,6,25,1,67,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07,경의선,1291,서울역,2,0,798,13,1351,9446,3270,28753,3777,41101,2323,21172,1843,7252,2216,5100,3085,5111,3747,5326,4066,4667,6679,3087,9611,3812,20251,5292,35446,6529,12905,2955,6710,2146,6388,1742,1146,312,2353,914,8,124,0,0,0,0,0,0
2024-07,경의선,1292,공덕,15,3,800,110,2066,2666,4947,8114,5966,22961,5449,9502,6251,3699,6349,3974,6087,3982,6009,3963,6003,3952,6182,3895,7634,5062,12619,6632,19873,7471,9204,5466,7658,3641,7599,4113,6466,3120,2933,2059,175,334,0,0,0,0,0,0
2024-07,경의선,1293,홍대입구,6,0,388,192,834,747,1528,2288,1757,7542,1415,6389,1397,4987,1590,4891,2226,5902,2737,6174,3136,5825,4078,5806,4832,6039,6733,6683,8338,7334,6320,5430,5901,2997,6966,2815,6625,2026,2848,1398,73,309,0,0,0,0,0,0
2024-07,경의선,1294,디지털미디어시티,3,0,1285,582,3676,1861,11588,2110,11905,4567,6472,3096,4687,2356,4281,2400,4178,2634,3746,3164,3838,2947,4047,3466,4962,4671,5070,6935,5677,12044,3239,8370,2291,5253,1963,4314,1604,4560,806,2701,58,466,0,0,0,0,0,0
2024-07,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07,경의선,1296,계양,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07,경춘선,1311,신내,37,2,1359,472,4819,2344,13321,5621,9964,9108,5116,2717,4117,2312,3610,2388,3558,2400,3363,3125,3263,2396,3628,3968,4007,3364,4953,5785,6837,7363,2889,7264,1660,3769,1373,2728,1241,2841,685,2126,92,747,0,0,0,0,0,0
2024-07,경춘선,1312,갈매,18,0,2686,581,5215,1131,17990,3173,10630,5697,6477,2780,4338,2974,3314,2042,3885,2400,3272,3108,3211,2431,3257,4320,3704,4394,3680,6388,5163,11647,2298,8715,1888,4620,2839,3998,1978,3054,892,1796,7,700,0,0,0,0,0,0
2024-07,경춘선,1313,별내,28,0,2200,895,5156,2387,16465,4685,12790,7813,7030,3932,4878,3879,4126,3407,4848,3363,4371,4240,4240,3483,4904,4616,5889,5543,5980,8329,7203,12207,3536,10910,2601,5632,2365,3740,2051,4343,1175,2060,50,614,0,0,0,0,0,0
2024-07,경춘선,1314,퇴계원,44,1,3502,657,6373,1930,19719,4088,13114,5686,8614,2868,6041,3710,4984,3166,6286,3565,5200,3962,3820,3807,4118,4128,4336,6050,4719,9717,6070,11824,2426,11785,1842,6154,1582,4232,1081,5372,527,2649,40,884,0,0,0,0,0,0
2024-07,경춘선,1315,사릉,22,0,2135,704,4168,1700,9475,4938,7286,3852,4295,1881,3243,2037,2984,2100,2944,2082,2708,1574,2144,2514,2413,2280,2510,3186,3914,4724,4858,6466,1786,7920,1314,3368,985,2704,576,2496,211,1631,12,455,0,0,0,0,0,0
2024-07,경춘선,1316,금곡,32,1,1799,336,2437,1249,4600,2469,4448,5846,3059,2074,2458,1557,2402,1299,2321,2015,2387,1508,1922,2188,2257,1827,2661,2238,3045,2940,3743,3696,1173,3479,781,1732,658,1776,466,1683,188,1078,15,230,0,0,0,0,0,0
2024-07,경춘선,1317,평내호평,828,21,6183,815,15431,1959,27696,4805,21174,10583,11593,6845,9477,5568,8940,6302,8661,7999,8336,7141,7153,8788,7424,8539,7796,10028,8801,17703,8599,19927,5399,23035,4433,9853,4037,8140,3827,7600,1714,5113,75,2032,0,0,0,0,0,0
2024-07,경춘선,1318,천마산,4,0,1247,281,3352,753,7658,1625,5654,1984,4370,1427,3290,1168,2539,1943,2398,1849,2064,1882,1936,2222,1613,2563,1759,2594,1719,3598,1984,4850,803,4251,619,2861,440,2364,296,1679,108,1066,5,249,0,0,0,0,0,0
2024-07,경춘선,1319,마석,26,3,1602,447,8803,3083,13871,6324,11434,7276,8359,5463,6890,3956,6245,5154,6338,4604,5895,6130,5665,5158,5376,6365,6636,5852,6365,8293,6745,8771,3274,12457,2745,6412,2237,5055,1626,4326,699,1979,60,849,0,0,0,0,0,0
2024-07,경춘선,1320,대성리,2,0,1705,117,1857,377,1617,1145,1473,1319,1825,758,3173,1232,5406,1298,1810,1547,1110,4067,1112,6830,1280,2883,1407,1728,1642,1356,1249,1065,561,930,380,645,287,426,197,285,74,307,5,16,1,0,0,0,0,0
